field_plot_number,date,location,transect_number,latitude,longitude,geographic_landmark,elevation,plot_radius,plot_size,site_physiography,slope,aspect,surface_geomorphology_unit,subsurface_geomorphology_unit ,macrotopography,microtopography,microrelief,water_regime,water_depth,saturated_less_than_30cm,drainage,soil_moisture,lowest_mottle_depth,low_matrix_depth,hydric_soil,water_ph,water_conductivity,soil_ph_10cm,soil_ph_30cm,soil_conductivity,site_ph,site_conductivity,site_chemistry,thaw_depth,permafrost,top_organic_layer_depth,cumulative_organic_layers,dominant_mineral_texture_top_40cm,loess_thickness,root_depth,surface_fragment_cover,frost_boils,rock_depth,cryoturbation,soil_stratigraphy,soil_sample,soil_plug_probe_max_depth,soil_sampling_method,soil_class,soil_association,vegetation_classification,ecotype_veg_structure,disturbance_classes,field_floristic_class,field_floristic_class,final_floristic_class,plot_ecotype,dominant_plants,ecotype_analysis,environmental_outliers,vegetation_outlier,geomorphology_data_review,ecotype_rare,veg_sampling_quality,ecotype_abbrev,map_ecotype_arctic_network_nps,map_ecotype_abbrev_arctic_network_nps,map_veg_arctic_network_nps,soil_landscape_description,cover_needleleaf_trees,needleleaf_tree_crown_class,cover_broadleaf_trees,broadleaf_tree_crown_class,cover_dwarf_broadleaf,dwarf_broadleaf_crown_class,Cover_dwarf_needleleaf,cover_dwarf_needleaf,cover_standing_dead_trees,cover_tall_shrubs,cover_low_shrubs,cover_dwarf_shrubs,cover_graminoids,cover_tussock,cover_forbs,cover_mosses,cover_lichens,cover_litter,cover_litter_alone,cover_bare_soil,cover_water,notes,field_notes,observer_environ_data,observer_veg_data,office_notes,data_origin
KOVA_T70_04_2007,20070731,Kobuk Valley National Park,T70,67.0917315,-158.6790419,Vicinity of Ahnewetut Creek,40,10,314,upland,8,30,Esdi,NA,Lower slope Plane,Hummocks (mineral cored),30,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,5.3,-9999,30,5.3,30,a,-9999,U,7,7,Sandy,-9999,-9999,-9999,0,200,Yes,No,No,130,NA,Icdt,NA,Fnwws,NF,A,A,Ledum decumben-Betula nana-Picea glauca,Picea glauca-Ledum decumbens,USMANF,betgla-vaculi-hylspl-tomnit-leddec-pticil,Y,No,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,10,D,0,NA,0,NA,0,NA,0,45,55,25,5,0,3,65,10,25,3,0.1,0,Patchy closed-open tall shrub,Isolated buried organics,Kumi Ratternbury,Joanna E. Roth,Swapped cutpoint and Vegetation Class based on spectral cluster analysis,"ABR Inc., Fairbanks, AK"
KOVA_T70_05_2007,20070731,Kobuk Valley National Park,T70,67.09208889,-158.6826539,Vicinity of Ahnewetut Creek,37,10,314,lowland,1,283,Of,NA,"Basin, Drained","Low-centered, low relief, low-density",30,Saturated,-1,Yes,Very poorly drained,Wet,-9999,-9999,Yes,5.9,110,-9999,-9999,-9999,5.9,110,c,62,Y,59,40,Peat,-9999,-9999,-9999,0,-9999,Yes,No,No,62,NA,Ghhe,NA,Hgwsl,BM,A,A,Sphagnum sp.-Andromeda polifolia-Betula nana,Carex chordorrhiza-Carex aquatilis,LPWCBM,drerev-carrot-carcho-eriang-carmem,Y,no,No,Yes,No,4,Lowland Sedge Fen,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lowland Bogs and Fens,0,NA,0,NA,0,NA,0,NA,0,0,0,1,20,0,1,30,0,35,15,15,0.1,NA,Sand at 59 cm,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T70_06_2007,20070731,Kobuk Valley National Park,T70,67.1061515,-158.4774408,Vicinity of Ahnewetut Creek,36,10,314,lacustrine,0,Too flat to determine,Of,Gmo,"Basin, Drained",Non-patterned,0,Saturated,0,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.3,190,-9999,-9999,-9999,6.3,190,c,109,Y,80,40,Peat,-9999,-9999,-9999,0,200,No,No,No,109,NA,Ghht,NA,Bbg,BP,A,A,Carex aquatilis-Menyanthes trifoliata,Eriophorum angustifolium-Epilobium palustre,PPWCBP,caraqu-mentri-eriop-eriang-carliv,N,Geomorphology,No,Yes,No,4,Lacustrine Barrens,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,0,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,2,0,1,0,0,0.1,0,97,2,Islands of slobe in basin,NA,Kumi Ratternbury,Joanna E. Roth,Thick limnic deposit,"ABR Inc., Fairbanks, AK"
KOVA_T70_07_2007,20070731,Kobuk Valley National Park,T70,67.1067921,-158.4754466,Vicinity of Ahnewetut Creek,37,10,314,lowland,0,Too flat to determine,Ldim,NA,"Basin, Drained",Non-patterned,0,Upland,-9999,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,5.5,-9999,30,5.5,30,a,100,Y,12,37,Sandy,-9999,-9999,-9999,0,200,Yes,No,No,100,NA,Gtht,NA,Hgwsb,BM,A,A,Sphagnum sp.-Andromeda polifolia-Betula nana,Andromeda polifolia-Sphagnum sp.,LOMABM,tricae-andpol-drerev-carliv-trialp-carmic2,Y,No,No,Yes,No,4,Lowland Ericaceous Shrub Bog,Lowland Acidic Ericaceous Shrub Bog,Lowland Ericaceous Shrub Bog,Ericaceous Shrub Bog,Lowland Bogs and Fens,1,O,0,NA,-9999,NA,0,NA,0,0,0.1,15,30,0,1,5,1,55,20,5,0,Drained basin margin,NA,Kumi Ratternbury,Joanna E. Roth,Vegetation was blank,"ABR Inc., Fairbanks, AK"
KOVA_T70_08_2007,20070731,Kobuk Valley National Park,T70,67.10685367,-158.4757656,Vicinity of Ahnewetut Creek,37,10,314,lacustrine,0,Too flat to determine,Ldic,NA,"Basin, Drained",Non-patterned,0,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,8.9,-9999,50,8.9,50,b,150,Y,3,3,Sandy,-9999,-9999,-9999,0,200,Yes,No,No,150,NA,Gtpt,NA,Bbg,BP,A,A,Carex aquatilis-Menyanthes trifoliata,Eriophorum angustifolium-Epilobium palustre,PSMBBP,caraqu-eriang-carsax-carliv-carcan,Y,No,No,Yes,No,4,Lacustrine Barrens,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,0,NA,0,NA,-9999,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,99,0,"Drained basin barrens, surface cracked",Limnic organic layer,Kumi Ratternbury,Joanna E. Roth,Changed cryoturbation to yes based on photographs,"ABR Inc., Fairbanks, AK"
KOVA_T70_09_2007,20070731,Kobuk Valley National Park,T70,67.10658801,-158.4782585,Vicinity of Ahnewetut Creek,39,10,314,lowland,0,Too flat to determine,Of,Ltiu,"Basin, Drained",Non-patterned,10,Saturated,-17,Yes,Poorly drained,Wet,-9999,-9999,Yes,6,140,-9999,-9999,-9999,6,140,c,68,Y,51,40,Peat,-9999,-9999,-9999,0,-9999,No,No,No,68,NA,Ghhe,NA,Hgwsb,BM,A,A,Sphagnum sp.-Andromeda polifolia-Betula nana,Carex chordorrhiza-Carex aquatilis,LPWCBM,carliv-carrot-drerev-carcho-carmem-tricae,Y,no,No,Yes,No,4,Lowland Sedge Fen,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lowland Bogs and Fens,0.1,O,0,NA,-9999,NA,0,NA,0,0,0.1,3,25,0,2,15,0.1,35,10,25,0.1,NA,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T70_10_2007,20070731,Kobuk Valley National Park,T70,67.17553981,-158.2129896,Vicinity of Ahnewetut Creek,75,10,314,lacustrine,0,Too flat to determine,Ldnm,NA,"Basin, Drained",Non-patterned,20,Saturated,-22,Yes,Poorly drained,Moist,-9999,-9999,Yes,6.3,200,-9999,-9999,-9999,6.3,200,c,-9999,N,18,18,Loamy,-9999,-9999,-9999,0,200,No,No,No,130,NA,Eagt,NA,Hgmsgt,GM,A,A,no class,no class,PLMCGM,arcful-caraqu-eriang-calcan-salala-erisch,N,no,Yes,Yes,No,4,NA,NA,NA,NA,NA,0,NA,0,NA,-9999,NA,0,NA,0,0,5,0,35,0,5,20,1,10,2,5,1,Big basin with good wet-moist combination depressions wet,Former lake shore 3-4 m higher than drained basin,Kumi Ratternbury,Joanna E. Roth,"Assume no permafrost because no permafrost within 130 for wet, loamy soils","ABR Inc., Fairbanks, AK"
KOVA_T71_01_2007,20070802,Kobuk Valley National Park,T71,67.15778,-159.17896,Nigeruk Creek S Tributary of Kobuk,50,10,314,lowland,5,266,Gto,NA,"Lower slopes, concave (water gathering, gullies)",Non-patterned,30,Saturated,-30,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,-9999,-9999,5.3,-9999,80,5.3,80,a,99,Y,13,13,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,99,NA,Golt,NA,Fnobs,NF,A,A,Picea mariana-Empetrum nigrum-Carex bigelowii,Picea mariana-Ledum decumbens,LLMANF,plesch-picmar-vaculi-leddec-betnan-vacvit,Y,No,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,40,D,0,NA,0,NA,0,NA,0,1,55,15,7,0,10,50,10,25,10,1,0,NA,NA,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T71_02_2007,20070802,Kobuk Valley National Park,T71,67.15715,-159.18005,Nigeruk Creek S Tributary of Kobuk,43,10,314,lacustrine,-9999,-9999,Of,NA,Basins or Depressions,Non-patterned,-9999,Permanently Flooded,-3,Yes,Very poorly drained,Wet,-9999,-9999,NA,-9999,30,-9999,-9999,-9999,-9999,-9999,NA,-9999,U,40,40,Peat,-9999,-9999,-9999,0,-9999,No,No,No,40,NA,Hfch,NA,Hfwhb,BM,A,A,water-Menyanthes trifoliata,Menyanthes trifoliata-Potentilla palustris,PPWCBM,sphobt-mentri-drerev-carros1-carsax,Y,No,No,Yes,No,4,Lacustrine Buckbean Fen,NA,NA,NA,Lacustrine Organic-rich Wet Meadows,0,NA,0,NA,0,NA,0,NA,0,0,0,0,10,0,15,90,0,5,5,0.1,5,NA,NA,Lauren B. Attanas,Patricia F. Miller,"Most of the data was lost, recreated in office; poor fen","ABR Inc., Fairbanks, AK"
KOVA_T71_03_2007,20070802,Kobuk Valley National Park,T71,67.15575,-159.18169,Nigeruk Creek S Tributary of Kobuk,49,10,314,lowland,6,84,Gto,NA,"Lower slopes, concave (water gathering, gullies)",Non-patterned,50,Saturated,-200,No,Moderately well-drained,Moist,-9999,-9999,Unknown,-9999,-9999,4.6,-9999,40,4.6,40,a,-9999,U,17,17,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,128,NA,Igdt,NA,Fnwbw,NF,A,A,Picea mariana-Empetrum nigrum-Carex bigelowii,Picea mariana-Ledum decumbens,LLMANF,betnan-vaculi-leddec-picgla-claste,Y,No,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,20,NA,0,NA,0,NA,0,NA,0,1,65,3,5,0,1,11,20,25,10,0.1,0,NA,NA,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T71_04_2007,20070802,Kobuk Valley National Park,T71,67.15587,-159.18529,Nigeruk Creek S Tributary of Kobuk,49,10,314,lacustrine,0,Too flat to determine,Wldim,NA,"Basin, Kettle",Water,0,Permanently Flooded,-9999,Yes,Flooded,Aquatic,-9999,-9999,Unknown,6.4,20,-9999,-9999,-9999,6.4,20,c,-9999,U,-9999,-9999,Water,-9999,-9999,-9999,0,-9999,No,No,No,1,NA,W,NA,Wf,LW,A,A,no class,Nuphar polysepala-Sparganium sp.,PWACLW,potgra-equvar-utrvul-nuppol,Y,No,No,Yes,No,3,Lacustrine Pondlily Lake,NA,NA,NA,Water,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,100,Pond,NA,Lauren B. Attanas,Patricia F. Miller,"Water plot, therefore set Vegetation Rating to 3","ABR Inc., Fairbanks, AK"
KOVA_T71_05_2007,20070802,Kobuk Valley National Park,T71,67.15539,-159.18507,Nigeruk Creek S Tributary of Kobuk,50,10,314,lacustrine,0,Too flat to determine,Of,NA,"Basin, Kettle",Non-patterned,10,Permanently Flooded,-30,Yes,Very poorly drained,Wet,-9999,-9999,Yes,5.5,90,-9999,-9999,-9999,5.5,90,a,-9999,U,20,20,Loamy,-9999,-9999,-9999,0,200,No,No,No,128,NA,Eact,NA,Hgwsb,BM,A,A,no class,Carex aquatilis-Potentilla palustris,PLWABM,drerev-caraqu-equvar-erisch-carros1-carcan,Y,No,No,Yes,No,4,Lacustrine Wet Sedge Meadow,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lacustrine Organic-rich Wet Meadows,0,NA,0,NA,0,NA,0,NA,0,0,0,0,20,0,1,10,0,75,70,1,0.1,NA,NA,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T71_06_2007,20070802,Kobuk Valley National Park,T71,67.15469,-159.1888,Nigeruk Creek S Tributary of Kobuk,55,10,314,upland,2,40,Ob,Gto,Lower slope,Undifferentiated mounds (distinct),30,Saturated,-9999,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,-9999,-9999,4,-9999,50,4,50,a,44,Y,40,40,Peat,-9999,-9999,-9999,0,-9999,No,No,No,44,NA,Ghhe,NA,Slott,TM,A,A,Eriophorum vaginatum-Betula nana-Rubus chamaemorus,Betula nana-Eriophorum vaginatum,LPMATM,rubcha-betnan-erivag-vaculi-leddec-dicra1,Y,No,No,Yes,No,4,Upland Dwarf Birch-Tussock Shrub,Upland Organic-rich Moist Acidic Dwarf Birch-Tussock Shrub,Upland Dwarf Birch-Tussock Shrub,Dwarf Birch-Tussock Shrub,Upland Loamy Wet Tussock Shrublands,0,NA,0,NA,0,NA,0,NA,0,0,30,6,8,45,30,8,5,70,10,2,0,Ground disturbance,NA,Lauren B. Attanas,Patricia F. Miller,Changed Surface Geomorphology Unit to Bogs and moved Older Till to Subsurface Geomorphology,"ABR Inc., Fairbanks, AK"
KOVA_T71_07_2007,20070802,Kobuk Valley National Park,T71,67.15575,-159.1933,Nigeruk Creek S Tributary of Kobuk,56,10,314,lacustrine,2,286,Ltnu,Gto,"Basin, Drained",Non-patterned,10,Upland,-9999,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.8,-9999,20,4.8,20,a,-9999,U,3,3,Loamy,-9999,-9999,-9999,0,200,No,No,No,128,NA,Eoct,NA,Hgmb,GM,A,A,Calamagrostis canadensis-Potentilla palustris,Calamagrostis canadensis-Potentilla palustris,LLMAGM,calcan-equarv-polyt-moss-cararc-caraqu,Y,No,No,Yes,No,4,Lacustrine Bluejoint Meadow,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,0,NA,0,NA,0,NA,0,NA,0,0,0,0,75,0,10,0.1,0,97,15,0.1,0,Margin of dried lake,NA,Lauren B. Attanas,Patricia F. Miller,Physiography changed from L,"ABR Inc., Fairbanks, AK"
KOVA_T71_08_2007,20070802,Kobuk Valley National Park,T71,67.15577,-159.19524,Nigeruk Creek S Tributary of Kobuk,61,10,314,upland,18,178,Gto,NA,Crest,Non-patterned,20,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.1,-9999,30,4.1,30,a,-9999,U,13,13,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,128,NA,Icdt,NA,Fmosb,MF,A,A,no class,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,LLMAMF,betpap-picgla-equsyl-rosaci-calcan,Y,No,No,Yes,No,4,Upland Spruce-Birch Forest,Upland Rocky-loamy Moist Circumacidic Spruce-Birch Forest,Upland Spruce-Birch Forest,Spruce-Paper Birch Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,35,C,35,NA,0,NA,0,NA,3,0,7,0.1,3,0,30,1,1,90,5,0.1,0,Soil from microtine burrows,NA,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T71_09_2007,20070802,Kobuk Valley National Park,T71,67.15557,-159.19495,Nigeruk Creek S Tributary of Kobuk,55,10,314,lacustrine,0,Too flat to determine,Ltnu,NA,"Basin, Drained",Non-patterned,0,Seasonally Flooded,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,5.3,-9999,20,5.3,20,a,-9999,U,0,0,Loamy,-9999,-9999,-9999,0,200,No,No,No,128,NA,Eogo,NA,Hfm,FM,A,A,Outlier,Eriophorum angustifolium-Epilobium palustre,PLMAFM,ranrep-rorisl-aloaeq-elepal-drerev,Y,No,No,Yes,No,4,Lacustrine Barrens,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,0,NA,0,NA,0,NA,0,NA,-9999,0,0,0,12,0,85,4,0,3,3,3,0,Dried lake bottom,No applicable Viereck class; dry lake bottom,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T72_01_2007,20070729,Kobuk Valley National Park,T72,67.03855936,-159.6569651,E of Elaroniluk Creek,30,10,314,lacustrine,0,Too flat to determine,Of,NA,"Flats margins (transition, e.g. tidal flats)",Non-patterned,0,Semipermanently Flooded,0,Yes,Very poorly drained,Wet,-9999,-9999,Yes,3.5,50,-9999,-9999,-9999,3.5,50,a,-9999,U,79,40,Peat,-9999,-9999,-9999,0,200,No,No,No,135,NA,Hfsh,NA,Hfwhb,BM,A,A,Outlier,Menyanthes trifoliata-Potentilla palustris,PPWABM,sphobt-mentri-carlim-caraqu-erirus,Y,No,No,Yes,No,4,Lacustrine Buckbean Fen,NA,NA,NA,Lacustrine Organic-rich Wet Meadows,0,NA,-9999,NA,-9999,NA,-9999,NA,0,0,0,1,10,0,30,95,0,2,0.1,0,0,"Floating mat, drier margin more caraqu, oyvcoc, chacal",Water below 79 cm,Kumi Ratternbury,Joanna E. Roth,"Cover was blank, added 0.1 in office to denote presence of species in plot, poor fen","ABR Inc., Fairbanks, AK"
KOVA_T72_02_2007,20070729,Kobuk Valley National Park,T72,67.039502,-159.658104,E of Elaroniluk Creek,28,10,314,lacustrine,0,Too flat to determine,Wldim,NA,Water bodies,Water,0,Permanently Flooded,-9999,Yes,Flooded,Aquatic,-9999,-9999,Yes,6,100,-9999,-9999,-9999,6,100,c,-9999,U,-9999,-9999,Water,-9999,-9999,-9999,0,-9999,No,No,No,0,NA,W,NA,Wf,LW,A,A,no class,Nuphar polysepala-Sparganium sp.,PWACLW,nuppol-sparg-utrmin-potalp,Y,No,No,Yes,No,3,Lacustrine Pondlily Lake,NA,NA,NA,Water,-9999,NA,-9999,NA,-9999,NA,-9999,NA,0,0,0,0,0,0,7,0,0,0,0,0,98,Pond,NA,Kumi Ratternbury,Joanna E. Roth,"Water plot, therefore set Vegetation Rating to 3","ABR Inc., Fairbanks, AK"
KOVA_T72_03_2007,20070729,Kobuk Valley National Park,T72,67.03825816,-159.6614794,E of Elaroniluk Creek,29,10,314,lacustrine,0,Too flat to determine,L,Gmo,"Basin, Drained",Non-patterned,10,Saturated,-17,Yes,Poorly drained,Wet,-9999,-9999,Yes,6,600,-9999,-9999,-9999,6,600,c,-9999,U,8,12,Loamy,-9999,-9999,-9999,0,200,Yes,No,No,127,NA,Efco,NA,Hgmbh,GM,A,A,Calamagrostis canadensis-Potentilla palustris,Calamagrostis canadensis-Potentilla palustris,LLWCGM,calcan-equflu-salfus-potpal-aulpal-poljen,Y,No,No,Yes,No,4,Lacustrine Bluejoint Meadow,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,-9999,NA,-9999,NA,-9999,NA,-9999,NA,0,0,5,15,55,0,35,15,0,75,5,0.1,0.1,"Wet calcan, depressions more equflu",NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T72_04_2007,20070729,Kobuk Valley National Park,T72,67.0378937,-159.6592015,E of Elaroniluk Creek,29,10,314,lowland,8,284,Elu,Gmo,Shoulder,Hummocks (mineral cored),50,Upland,-200,No,Well drained,Moist,5,-9999,No,-9999,-9999,4,-9999,50,4,50,a,-9999,U,5,6,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,133,NA,Eoct,NA,Fnwbs,NF,Nf,Nf,Picea mariana-Vaccinium uliginosum-Carex bigelowii,Picea mariana-Ledum decumbens,ULMANF,vaculi-leddec-betnan-picmar-aulpal-dicra1,Y,No,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,20,D,0,NA,0,NA,0,NA,5,1,35,70,15,5,2,60,15,55,5,0.1,0,Burned,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T72_05_2007,20070729,Kobuk Valley National Park,T72,67.03792101,-159.660578,E of Elaroniluk Creek,35,10,314,lowland,7,325,Gmo,NA,"Lower slopes, concave (water gathering, gullies)",Drainage or erosion-related,50,Saturated,-31,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,4.5,100,-9999,-9999,-9999,4.5,100,a,-9999,U,18,21,Loamy,-9999,-9999,-9999,0,-9999,Yes,No,No,130,NA,Eoco,NA,Fnwbs,NF,Nf,Nf,Eriophorum vaginatum-Betula nana-Rubus chamaemorus,Picea mariana-Ledum decumbens,LLMALS,vaculi-leddec-betnan-polstr-picmar,Y,No,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,12,D,-9999,NA,-9999,NA,-9999,NA,3,0,15,65,15,1,3,50,2,40,10,1,0,"Erosion features, from burn?",NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T72_06_2007,20070729,Kobuk Valley National Park,T72,67.03799422,-159.6643705,E of Elaroniluk Creek,29,10,314,lowland,0,Too flat to determine,Gmo,NA,Flat or Fluvial Related,Ice-cored mounds,75,Saturated,-9999,Yes,Somewhat poorly drained,Moist,23,20,Yes,-9999,-9999,4.5,-9999,50,4.5,50,a,-9999,Y,20,20,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,130,NA,Goht,NA,Fnobs,NF,Nf,Nf,Picea mariana-Empetrum nigrum-Carex bigelowii,Picea mariana-Ledum decumbens,LLMALS,vaculi-leddec-picmar-betnan-sphag-sphang,Y,No,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,25,D,0,NA,0,NA,0,NA,5,0,35,60,8,0,5,65,7,25,5,5,0.1,"Lots of small collapse features to 1 m deep, lots voles",Old surface thaw depth at 92 cm; evidence of thermokarst,Kumi Ratternbury,Joanna E. Roth,Slod?,"ABR Inc., Fairbanks, AK"
KOVA_T72_07_2007,20070729,Kobuk Valley National Park,T72,67.03848169,-159.6702626,E of Elaroniluk Creek,35,10,314,lowland,0,Too flat to determine,Gmo,NA,Shoulder,Ice-cored mounds,50,Upland,-38,No,Somewhat poorly drained,Moist,-9999,-9999,No,-9999,-9999,4,-9999,40,4,40,a,38,Y,25,25,Loamy,-9999,-9999,-9999,0,-9999,No,No,No,38,NA,Goht,NA,Fnobs,NF,A,A,no class,Picea mariana-Ledum decumbens,UOMANF,sphfus-picmar-vaculi-rubcha-betnan,Y,no,No,Yes,No,4,Lowland Black Spruce Forest,Lowland Organic-rich Wet Acidic Black Spruce Forest,Lowland Black Spruce Forest,Black Spruce Forest,Lowland Organic-rich Shrub and Forests,30,D,-9999,NA,-9999,NA,-9999,NA,-9999,0,5,-9999,3,0.1,25,70,25,20,1,1,0,Few small collapse features; forest between KOVA_T72_07 and KOVA_T72_08 with small wet meadows,NA,Kumi Ratternbury,Joanna E. Roth,NA,"ABR Inc., Fairbanks, AK"
KOVA_T72_08_2007,20070729,Kobuk Valley National Park,T72,67.04015424,-159.6767132,E of Elaroniluk Creek,29,10,314,lacustrine,0,Too flat to determine,Of,NA,"Basin, Drained",Non-patterned,0,Saturated,-8,Yes,Very poorly drained,Wet,-9999,-9999,Yes,4,40,-9999,-9999,-9999,4,40,a,-9999,U,130,40,Peat,-9999,-9999,-9999,0,200,No,No,No,130,NA,Hfcf,NA,Hgwsmb,DS,A,A,Sphagnum sp.-Chamaedaphne calyculata-Potentilla palustris,Carex aquatilis-Potentilla palustris,PPWADS,sphlin-salfus-caraqu-sphrip-potpal,Y,no,No,Yes,No,4,Lacustrine Wet Sedge Meadow,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lacustrine Organic-rich Wet Meadows,0,NA,0,NA,-9999,NA,-9999,NA,0,0,0,35,15,0,10,80,0,50,30,0,0.1,"Meadow margin, center is mentri equflu",NA,Kumi Ratternbury,Joanna E. Roth,No photographs; transitional between bog and fen,"ABR Inc., Fairbanks, AK"
KOVA_T74_01_2007,20070803,Kobuk Valley National Park,T74,67.2728,-158.11011,Northern toe-shaped ridge of Jade Mountains,480,10,314,alpine,20,320,Ch,Sn,Upper slope concave (water gathering; gullies),Rocky mounds/outcrops,75,Upland,-200,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,4.2,-9999,50,4.2,50,a,-9999,U,5,5,Blocky,-9999,-9999,-9999,0,5,No,No,No,17,NA,Eogt,NA,Sdet,DS,A,A,Betula nana-Loiseleuria procumbens-Flavocetraria nivalis,Betula nana-Loiseleuria procumbens,AKMADS,vaculi-betnan-loipro-castet-leddec-claarb,Y,No,No,Yes,No,4,Alpine Ericaceous-Dryas Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,0.1,NA,0,NA,0,NA,0,NA,0,0,5,50,1,0,1,1,15,5,3,25,0,Bear 100 yards from plot,Grizzly bear near plot,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
KOVA_T74_02_2007,20070803,Kobuk Valley National Park,T74,67.27338,-158.11612,Northern toe-shaped ridge of Jade Mountains,396,10,314,upland,12,265,Ch,NA,Upper slope concave (water gathering; gullies),Soil-covered rocks,50,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,4.1,-9999,40,4.1,40,a,-9999,U,6,6,Blocky,-9999,-9999,-9999,0,5,No,No,No,20,NA,Golt,NA,Stoa,TS,A,A,Alnus crispa-Calamagrostis canadensis,Spiraea beauverdiana-Festuca altaica,SKMATS,spibea-vaculi-alncri-hylspl-calcan,Y,No,No,Yes,No,4,Upland Spiraea Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,0,NA,0,NA,0,NA,0,NA,0,30,65,0,10,0,3,12,5,45,3,0.1,0,NA,NA,Lauren B. Attanas,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
